Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F,Y2021,Y2021F
"58","'218","Ecuador","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.329000","E",,,,,,,,
"58","'218","Ecuador","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.129000","E",,,,,,,,
"58","'218","Ecuador","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","17.600000","E","18.300000","E","19.800000","E","25.100000","E","19.700000","E"
"58","'218","Ecuador","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","2.900000","E","3.100000","E","3.400000","E","4.400000","E","3.500000","E"
"59","'818","Egypt","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.457000","E","3.507000","E","3.503000","E","3.369000","E","3.506000","E"
"59","'818","Egypt","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.580000","E",,,,,,,,
"59","'818","Egypt","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.209000","E",,,,,,,,
"59","'818","Egypt","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.384000","E",,,,,,,,
"59","'818","Egypt","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.489000","E",,,,,,,,
"59","'818","Egypt","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.531000","E",,,,,,,,
"59","'818","Egypt","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.264000","E",,,,,,,,
"59","'818","Egypt","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","67.400000","E","70.100000","E","67.200000","E","63.200000","E","61.600000","E"
"59","'818","Egypt","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","68.600000","E","72.700000","E","70.900000","E","67.900000","E","67.300000","E"
"61","'226","Equatorial Guinea","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.526000","E","3.599000","E","3.635000","E","3.676000","E","3.751000","E"
"61","'226","Equatorial Guinea","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.623000","E",,,,,,,,
"61","'226","Equatorial Guinea","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.804000","E",,,,,,,,
"61","'226","Equatorial Guinea","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.234000","E",,,,,,,,
"61","'226","Equatorial Guinea","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.152000","E",,,,,,,,
"61","'226","Equatorial Guinea","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.593000","E",,,,,,,,
"61","'226","Equatorial Guinea","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.119000","E",,,,,,,,
"61","'226","Equatorial Guinea","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%",,"O",,"O",,"O",,"O",,"O"
"61","'226","Equatorial Guinea","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No",,"O",,"O",,"O",,"O",,"O"
"63","'233","Estonia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.125000","E","3.188000","E","3.284000","E","3.350000","E","3.290000","E"
"63","'233","Estonia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.333000","E",,,,,,,,
"63","'233","Estonia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.752000","E",,,,,,,,
"63","'233","Estonia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.671000","E",,,,,,,,
"63","'233","Estonia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.542000","E",,,,,,,,
"63","'233","Estonia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.742000","E",,,,,,,,
"63","'233","Estonia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.085000","E",,,,,,,,
"63","'233","Estonia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","1.000000","E","0.800000","E","1.300000","E","1.100000","E","0.800000","E"
"63","'233","Estonia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E"
"209","'748","Eswatini","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.428000","E","3.349000","E","3.395000","E","3.406000","E","3.537000","E"
"209","'748","Eswatini","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.506000","E",,,,,,,,
"209","'748","Eswatini","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.136000","E",,,,,,,,
"209","'748","Eswatini","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.342000","E",,,,,,,,
"209","'748","Eswatini","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.766000","E",,,,,,,,
"209","'748","Eswatini","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.524000","E",,,,,,,,
"209","'748","Eswatini","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.154000","E",,,,,,,,
"209","'748","Eswatini","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","77.100000","E","75.800000","E","75.000000","E","75.300000","E","73.800000","E"
"209","'748","Eswatini","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.900000","E","0.900000","E","0.900000","E","0.900000","E","0.900000","E"
"238","'231","Ethiopia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.108000","E","3.147000","E","3.290000","E","3.407000","E","3.706000","E"
"238","'231","Ethiopia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.444000","E",,,,,,,,
"238","'231","Ethiopia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.882000","E",,,,,,,,
"238","'231","Ethiopia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.271000","E",,,,,,,,
"238","'231","Ethiopia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.545000","E",,,,,,,,
"238","'231","Ethiopia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.777000","E",,,,,,,,
"238","'231","Ethiopia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.189000","E",,,,,,,,
"238","'231","Ethiopia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","85.800000","E","84.100000","E","83.400000","E","83.300000","E","83.800000","E"
"238","'231","Ethiopia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","92.900000","E","93.400000","E","95.200000","E","97.600000","E","100.800000","E"
"66","'242","Fiji","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.612000","E","3.677000","E","3.858000","E","3.914000","E","4.358000","E"
"66","'242","Fiji","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.516000","E",,,,,,,,
"66","'242","Fiji","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.001000","E",,,,,,,,
"66","'242","Fiji","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.198000","E",,,,,,,,
"66","'242","Fiji","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.795000","E",,,,,,,,
"66","'242","Fiji","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.914000","E",,,,,,,,
"66","'242","Fiji","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.187000","E",,,,,,,,
"66","'242","Fiji","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","44.900000","E","45.800000","E","52.900000","E","56.800000","E","63.700000","E"
"66","'242","Fiji","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.400000","E","0.400000","E","0.500000","E","0.500000","E","0.600000","E"
"67","'246","Finland","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.545000","E","2.624000","E","2.704000","E","2.732000","E","2.716000","E"
"67","'246","Finland","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.195000","E",,,,,,,,
"67","'246","Finland","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.543000","E",,,,,,,,
"67","'246","Finland","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.407000","E",,,,,,,,
"67","'246","Finland","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.727000","E",,,,,,,,
"67","'246","Finland","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.597000","E",,,,,,,,
"67","'246","Finland","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.077000","E",,,,,,,,
"67","'246","Finland","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","0.100000","E","0.200000","E","0.100000","E","0.100000","E","0.000000","E"
"67","'246","Finland","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E"
"68","'250","France","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.936000","E","3.019000","E","3.177000","E","3.238000","E","3.254000","E"
"68","'250","France","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.246000","E",,,,,,,,
"68","'250","France","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.640000","E",,,,,,,,
"68","'250","France","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.277000","E",,,,,,,,
"68","'250","France","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.848000","E",,,,,,,,
"68","'250","France","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.859000","E",,,,,,,,
"68","'250","France","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.066000","E",,,,,,,,
"68","'250","France","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","0.100000","E","0.100000","E","0.300000","E","0.300000","E","0.200000","E"
"68","'250","France","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.000000","E","0.100000","E","0.200000","E","0.200000","E","0.100000","E"
"74","'266","Gabon","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.358000","E","3.403000","E","3.485000","E","3.553000","E","3.704000","E"
"74","'266","Gabon","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.553000","E",,,,,,,,
"74","'266","Gabon","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.735000","E",,,,,,,,
"74","'266","Gabon","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.221000","E",,,,,,,,
"74","'266","Gabon","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.174000","E",,,,,,,,
"74","'266","Gabon","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.568000","E",,,,,,,,
"74","'266","Gabon","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.106000","E",,,,,,,,
"74","'266","Gabon","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","28.500000","E","28.600000","E","28.400000","E","29.900000","E","29.900000","E"
"74","'266","Gabon","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.600000","E","0.600000","E","0.600000","E","0.700000","E","0.700000","E"
"75","'270","Gambia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.942000","E","3.008000","E","3.054000","E","3.110000","E","3.324000","E"
"75","'270","Gambia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.490000","E",,,,,,,,
"75","'270","Gambia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.589000","E",,,,,,,,
"75","'270","Gambia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.141000","E",,,,,,,,
"75","'270","Gambia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.897000","E",,,,,,,,
"75","'270","Gambia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.659000","E",,,,,,,,
"75","'270","Gambia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.165000","E",,,,,,,,
"75","'270","Gambia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","72.600000","E","70.800000","E","69.600000","E","71.800000","E","72.200000","E"
"75","'270","Gambia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","1.700000","E","1.700000","E","1.700000","E","1.800000","E","1.900000","E"
"79","'276","Germany","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.786000","E","2.917000","E","2.984000","E","3.038000","E","3.082000","E"
"79","'276","Germany","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.235000","E",,,,,,,,
"79","'276","Germany","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.666000","E",,,,,,,,
"79","'276","Germany","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.301000","E",,,,,,,,
"79","'276","Germany","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.816000","E",,,,,,,,
"79","'276","Germany","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.714000","E",,,,,,,,
"79","'276","Germany","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.052000","E",,,,,,,,
"79","'276","Germany","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","0.700000","E","0.200000","E","0.200000","E","0.200000","E","0.200000","E"
"79","'276","Germany","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.600000","E","0.200000","E","0.200000","E","0.200000","E","0.200000","E"
"81","'288","Ghana","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.767000","E","3.860000","E","3.942000","E","4.036000","E","4.237000","E"
"81","'288","Ghana","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.552000","E",,,,,,,,
"81","'288","Ghana","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.235000","E",,,,,,,,
"81","'288","Ghana","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.172000","E",,,,,,,,
"81","'288","Ghana","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.263000","E",,,,,,,,
"81","'288","Ghana","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.395000","E",,,,,,,,
"81","'288","Ghana","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.150000","E",,,,,,,,
"81","'288","Ghana","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","80.000000","E","78.600000","E","77.000000","E","78.100000","E","77.400000","E"
"81","'288","Ghana","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","24.200000","E","24.300000","E","24.300000","E","25.100000","E","25.400000","E"
"84","'300","Greece","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.037000","E","3.102000","E","3.167000","E","3.140000","E","3.174000","E"
"84","'300","Greece","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.410000","E",,,,,,,,
"84","'300","Greece","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.797000","E",,,,,,,,
"84","'300","Greece","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.410000","E",,,,,,,,
"84","'300","Greece","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.742000","E",,,,,,,,
"84","'300","Greece","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.581000","E",,,,,,,,
"84","'300","Greece","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.096000","E",,,,,,,,
"84","'300","Greece","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","3.800000","E","2.100000","E","2.900000","E","2.700000","E","2.200000","E"
"84","'300","Greece","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.400000","E","0.200000","E","0.300000","E","0.300000","E","0.200000","E"
"86","'308","Grenada","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","5.382000","E","5.536000","E","5.625000","E","5.796000","E","6.097000","E"
"86","'308","Grenada","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.781000","E",,,,,,,,
"86","'308","Grenada","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.335000","E",,,,,,,,
"86","'308","Grenada","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.690000","E",,,,,,,,
"86","'308","Grenada","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.189000","E",,,,,,,,
"86","'308","Grenada","7011","Cost of fruits","6226","Value","PPP dollar per person per day","1.207000","E",,,,,,,,
"86","'308","Grenada","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.180000","E",,,,,,,,
"86","'308","Grenada","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%",,"O",,"O",,"O",,"O",,"O"
"86","'308","Grenada","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No",,"O",,"O",,"O",,"O",,"O"
"90","'324","Guinea","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.655000","E","3.863000","E","4.001000","E","4.127000","E","4.443000","E"
"90","'324","Guinea","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.495000","E",,,,,,,,
"90","'324","Guinea","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.559000","E",,,,,,,,
"90","'324","Guinea","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.188000","E",,,,,,,,
"90","'324","Guinea","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.781000","E",,,,,,,,
"90","'324","Guinea","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.453000","E",,,,,,,,
"90","'324","Guinea","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.179000","E",,,,,,,,
"90","'324","Guinea","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","88.500000","E","89.000000","E","88.800000","E","88.700000","E","89.100000","E"
"90","'324","Guinea","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","10.800000","E","11.200000","E","11.400000","E","11.700000","E","12.100000","E"
"175","'624","Guinea-Bissau","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.164000","E","3.254000","E","3.335000","E","3.434000","E","3.694000","E"
"175","'624","Guinea-Bissau","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.576000","E",,,,,,,,
"175","'624","Guinea-Bissau","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.569000","E",,,,,,,,
"175","'624","Guinea-Bissau","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.069000","E",,,,,,,,
"175","'624","Guinea-Bissau","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.277000","E",,,,,,,,
"175","'624","Guinea-Bissau","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.528000","E",,,,,,,,
"175","'624","Guinea-Bissau","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.146000","E",,,,,,,,
"175","'624","Guinea-Bissau","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","84.400000","E","84.900000","E","82.900000","E","83.900000","E","84.600000","E"
"175","'624","Guinea-Bissau","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","1.600000","E","1.600000","E","1.600000","E","1.700000","E","1.700000","E"
"91","'328","Guyana","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","4.629000","E","4.742000","E","4.828000","E","4.887000","E","5.117000","E"
"91","'328","Guyana","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.509000","E",,,,,,,,
"91","'328","Guyana","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.922000","E",,,,,,,,
"91","'328","Guyana","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.666000","E",,,,,,,,
"91","'328","Guyana","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.117000","E",,,,,,,,
"91","'328","Guyana","7011","Cost of fruits","6226","Value","PPP dollar per person per day","1.282000","E",,,,,,,,
"91","'328","Guyana","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.132000","E",,,,,,,,
"91","'328","Guyana","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","45.000000","E","44.500000","E","42.000000","E","24.900000","E","18.500000","E"
"91","'328","Guyana","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.300000","E","0.300000","E","0.300000","E","0.200000","E","0.100000","E"
"93","'332","Haiti","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.930000","E","4.075000","E","4.275000","E","4.490000","E","4.814000","E"
"93","'332","Haiti","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.646000","E",,,,,,,,
"93","'332","Haiti","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.583000","E",,,,,,,,
"93","'332","Haiti","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.350000","E",,,,,,,,
"93","'332","Haiti","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.845000","E",,,,,,,,
"93","'332","Haiti","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.377000","E",,,,,,,,
"93","'332","Haiti","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.128000","E",,,,,,,,
"93","'332","Haiti","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","84.700000","E","84.700000","E","86.900000","E","88.900000","E","92.600000","E"
"93","'332","Haiti","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","9.200000","E","9.300000","E","9.700000","E","10.100000","E","10.600000","E"
"95","'340","Honduras","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.360000","E","3.415000","E","3.404000","E","3.486000","E","3.595000","E"
"95","'340","Honduras","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.637000","E",,,,,,,,
"95","'340","Honduras","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","1.083000","E",,,,,,,,
"95","'340","Honduras","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.229000","E",,,,,,,,
"95","'340","Honduras","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.680000","E",,,,,,,,
"95","'340","Honduras","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.484000","E",,,,,,,,
"95","'340","Honduras","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.248000","E",,,,,,,,
"95","'340","Honduras","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","48.500000","E","48.000000","E","46.500000","E","49.700000","E","44.800000","E"
"95","'340","Honduras","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","4.700000","E","4.700000","E","4.600000","E","5.000000","E","4.600000","E"
"97","'348","Hungary","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.302000","E","3.383000","E","3.490000","E","3.507000","E","3.418000","E"
"97","'348","Hungary","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.407000","E",,,,,,,,
"97","'348","Hungary","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.805000","E",,,,,,,,
"97","'348","Hungary","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.420000","E",,,,,,,,
"97","'348","Hungary","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.754000","E",,,,,,,,
"97","'348","Hungary","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.828000","E",,,,,,,,
"97","'348","Hungary","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.089000","E",,,,,,,,
"97","'348","Hungary","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","3.700000","E","2.400000","E","2.200000","E","2.000000","E","1.500000","E"
"97","'348","Hungary","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.400000","E","0.200000","E","0.200000","E","0.200000","E","0.100000","E"
"99","'352","Iceland","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.213000","E","2.247000","E","2.314000","E","2.420000","E","2.416000","E"
"99","'352","Iceland","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.277000","E",,,,,,,,
"99","'352","Iceland","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.596000","E",,,,,,,,
"99","'352","Iceland","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.277000","E",,,,,,,,
"99","'352","Iceland","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.525000","E",,,,,,,,
"99","'352","Iceland","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.484000","E",,,,,,,,
"99","'352","Iceland","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.055000","E",,,,,,,,
"99","'352","Iceland","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.100000","E"
"99","'352","Iceland","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","0.000000","E","0.000000","E","0.000000","E","0.000000","E","0.000000","E"
"100","'356","India","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","2.824000","E","2.830000","E","2.877000","E","2.970000","E","3.066000","E"
"100","'356","India","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.407000","E",,,,,,,,
"100","'356","India","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.892000","E",,,,,,,,
"100","'356","India","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.292000","E",,,,,,,,
"100","'356","India","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","0.588000","E",,,,,,,,
"100","'356","India","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.504000","E",,,,,,,,
"100","'356","India","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.142000","E",,,,,,,,
"100","'356","India","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","78.800000","E","73.200000","E","71.400000","E","76.200000","E","74.100000","E"
"100","'356","India","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","1066.800000","E","1001.900000","E","986.900000","E","1064.000000","E","1043.000000","E"
"101","'360","Indonesia","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","4.129000","E","4.273000","E","4.268000","E","4.466000","E","4.729000","E"
"101","'360","Indonesia","7007","Cost of starchy staples","6226","Value","PPP dollar per person per day","0.690000","E",,,,,,,,
"101","'360","Indonesia","7008","Cost of animal source foods","6226","Value","PPP dollar per person per day","0.929000","E",,,,,,,,
"101","'360","Indonesia","7009","Cost of legumes, nuts and seeds","6226","Value","PPP dollar per person per day","0.429000","E",,,,,,,,
"101","'360","Indonesia","7010","Cost of vegetables","6226","Value","PPP dollar per person per day","1.160000","E",,,,,,,,
"101","'360","Indonesia","7011","Cost of fruits","6226","Value","PPP dollar per person per day","0.792000","E",,,,,,,,
"101","'360","Indonesia","7012","Cost of oils and fats","6226","Value","PPP dollar per person per day","0.130000","E",,,,,,,,
"101","'360","Indonesia","7005","Percentage of the population unable to afford a healthy diet (percent)","6121","Value","%","72.800000","E","71.000000","E","69.500000","E","70.200000","E","70.800000","E"
"101","'360","Indonesia","7006","Number of people unable to afford a healthy diet (million)","6132","Value","million No","192.500000","E","189.600000","E","187.400000","E","190.900000","E","193.700000","E"
"102","'364","Iran (Islamic Republic of)","7004","Cost of a healthy diet (PPP dollar per person per day)","6226","Value","PPP dollar per person per day","3.005000","E","3.212000","E","3.642000","E","3.605000","E","4.167000","E"
